date,symbol,gap_percent,phase,rejected,reason,entry,stop,size,is_premarket,risk_per_share,total_risk,insufficient_patterns_value,insufficient_patterns_passed,retention_value,retention_passed,accel_value,accel_passed,other_reason,pattern_strength,pattern_count,patterns_detected,step_up_detected,step_up_count,step_up_retention,step_up_total_advance,step_up_strength,parabolic_detected,parabolic_angle,parabolic_acceleration,parabolic_vol_multiplier,parabolic_strength,breakout_detected,breakout_level,breakout_range_size,breakout_vol_ratio,breakout_strength,volume_trend,volume_avg,volume_recent,volume_high_correlation,volume_strength,sr_current_price,sr_support_levels,sr_resistance_levels,sr_strength,pnl,return_pct,hold_time_minutes,relative_volume,min_score_threshold,pa_reason,step_up_steps,parabolic_accel,parabolic_vol_mult,daily_volume,rows,min_bars,entry_time_et,window_start_et,window_end_et,warmup,similarity_to_winners,missed_winner_score,likely_missed_winner
2024-01-29,INBS,1233.3333333333333,entered,False,signal_valid,2.88,2.6984,296.0,False,0.18159999999999998,53.75359999999999,1.0,True,0.0,True,-0.001029595383759737,True,,7.065215670349395,1.0,parabolic,False,2.0,0.0,0.0,20.0,True,-0.2656076712510466,-0.001029595383759737,0.6162777736494018,2.9338290508853166,False,3.19,0.33999999999999986,1.0780662278344977,0.0,increasing,2900.0333333333333,4670.4,43.20455787091235,35.32607835174697,2.88,2.0,1.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,False
2024-01-29,INBS,1233.3333333333333,exited,False,trailing_stop,,,,,,,1.0,True,0.0,True,-0.001029595383759737,True,,7.065215670349395,1.0,parabolic,False,2.0,0.0,0.0,20.0,True,-0.2656076712510466,-0.001029595383759737,0.6162777736494018,2.9338290508853166,False,3.19,0.33999999999999986,1.0780662278344977,0.0,increasing,2900.0333333333333,4670.4,43.20455787091235,35.32607835174697,2.88,2.0,1.0,0.0,6.127200000000048,0.7187500000000057,10.0,,,,,,,,,,,,,,0.0,0.0,False
2024-01-29,RVSNW,96.72131147540983,entered,False,signal_valid,0.25,0.2218,1920.0,False,0.028200000000000003,54.144000000000005,1.0,True,23.320158102766804,True,0.00015123674122040343,True,,14.344135628398043,1.0,parabolic,False,2.0,23.320158102766804,0.050600000000000006,31.660079051383402,True,0.0,0.00015123674122040343,0.23568310269427778,1.178415513471389,False,0.27,0.099,1.6643799472295515,0.0,decreasing,5443.966666666666,3007.6,68.44135628398043,34.22067814199021,0.25,1.0,1.0,30.0,,,,,,,,,,,,,,,,,0.0,0.0,False
2024-01-29,RVSNW,96.72131147540983,exited,False,stop_loss,,,,,,,1.0,True,23.320158102766804,True,0.00015123674122040343,True,,14.344135628398043,1.0,parabolic,False,2.0,23.320158102766804,0.050600000000000006,31.660079051383402,True,0.0,0.00015123674122040343,0.23568310269427778,1.178415513471389,False,0.27,0.099,1.6643799472295515,0.0,decreasing,5443.966666666666,3007.6,68.44135628398043,34.22067814199021,0.25,1.0,1.0,30.0,-54.144000000000005,-11.280000000000001,5.0,,,,,,,,,,,,,,0.0,0.0,False
2024-01-29,PLRX,74.02672864613595,entered,False,signal_valid,17.34,16.9745,55.0,False,0.3655000000000008,20.102500000000045,1.0,True,0.0,True,0.013748739671063097,True,,20.0,1.0,parabolic,False,4.0,0.0,0.14500000000000313,40.0,True,0.04999630451205975,0.013748739671063097,0.31570211353325217,1.6062862923951828,False,17.36,0.4300999999999995,0.35854789700943546,0.0,decreasing,396.3333333333333,167.4,0.0,0.0,17.34,1.0,1.0,80.0,,,,,,,,,,,,,,,,,0.0,0.0,False
2024-01-29,PLRX,74.02672864613595,exited,False,max_hold_time,,,,,,,1.0,True,0.0,True,0.013748739671063097,True,,20.0,1.0,parabolic,False,4.0,0.0,0.14500000000000313,40.0,True,0.04999630451205975,0.013748739671063097,0.31570211353325217,1.6062862923951828,False,17.36,0.4300999999999995,0.35854789700943546,0.0,decreasing,396.3333333333333,167.4,0.0,0.0,17.34,1.0,1.0,80.0,1.0999999999999766,0.11534025374855578,31.0,,,,,,,,,,,,,,0.0,0.0,False
2024-01-30,CTKYY,5899.999999999999,reject,True,insufficient_bars_for_pattern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60769.0,5.0,,,,,30.0,0.0,0.0,False
2024-01-30,CGEM,57.4511126095752,reject,True,outside_analysis_window,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,569413.0,,,05:18:00,06:00,12:00,,0.0,0.0,False
2024-01-30,ITRM,55.29411764705884,reject,True,"pattern_invalid:low_score(7.1<10.0),retention(0.0<35.0)",,,,,,,1.0,True,0.0,False,-0.00035334399332592064,True,,7.084342610644143,1.0,parabolic,False,,0.0,,,True,0.28647651027707455,,,,False,3.24,,1.8076637875396508,,,,,,35.421713053220714,,,,0.0,,,,,10.0,,2.0,-0.00035334399332592064,0.30849030833827357,24534199.0,,,,,,,0.0,0.0,False
2024-01-30,GRI,663.779527559055,entered,False,signal_valid,3.0,2.6071,109.0,False,0.3929,42.826100000000004,1.0,True,52.127659574468034,True,0.0019104381852852385,True,,15.782983025920705,1.0,parabolic,False,1.0,52.127659574468034,0.3759999999999999,36.06382978723401,True,0.43191290077247185,0.0019104381852852385,2.4135159517756093,12.307531370418308,False,3.166,0.5659999999999998,1.8766100193044084,0.0,increasing,1387.3666666666666,5780.4,0.0,41.41491512960352,3.0,1.0,0.0,30.0,,,,,,,,,,,,,,,,,0.0,0.0,False
2024-01-30,GRI,663.779527559055,exited,False,trailing_stop,,,,,,,1.0,True,52.127659574468034,True,0.0019104381852852385,True,,15.782983025920705,1.0,parabolic,False,1.0,52.127659574468034,0.3759999999999999,36.06382978723401,True,0.43191290077247185,0.0019104381852852385,2.4135159517756093,12.307531370418308,False,3.166,0.5659999999999998,1.8766100193044084,0.0,increasing,1387.3666666666666,5780.4,0.0,41.41491512960352,3.0,1.0,0.0,30.0,6.441899999999992,1.9699999999999978,11.0,,,,,,,,,,,,,,0.0,0.0,False
2024-01-31,GOVX,1251.3513513513515,entered,False,signal_valid,3.888,3.6917,208.0,False,0.19629999999999992,40.83039999999998,1.0,True,95.12195121951224,True,-0.0012097613419672704,True,,16.71045836023241,1.0,parabolic,False,1.0,95.12195121951224,0.8200000000000003,57.56097560975612,True,-0.5718642851992196,-0.0012097613419672704,0.5700889051272683,2.5327421449701077,False,4.33,0.7699000000000003,0.27727527042148453,0.0,stable,859.4666666666667,1237.6,62.10458360232407,46.052291801162035,3.888,1.0,1.0,30.0,,,,,,,,,,,,,,,,,0.0,0.0,False
2024-01-31,GOVX,1251.3513513513515,exited,False,max_hold_time,,,,,,,1.0,True,95.12195121951224,True,-0.0012097613419672704,True,,16.71045836023241,1.0,parabolic,False,1.0,95.12195121951224,0.8200000000000003,57.56097560975612,True,-0.5718642851992196,-0.0012097613419672704,0.5700889051272683,2.5327421449701077,False,4.33,0.7699000000000003,0.27727527042148453,0.0,stable,859.4666666666667,1237.6,62.10458360232407,46.052291801162035,3.888,1.0,1.0,30.0,-49.504,-6.121399176954732,34.0,,,,,,,,,,,,,,0.0,0.0,False
2024-01-31,HCMC,100.0,entered,False,signal_valid,1e-06,-0.0001,408878.0,False,0.000101,41.296678,1.0,True,1.9999999999999942,True,-1.1092682345463206e-07,True,,10.240018191988973,1.0,parabolic,False,1.0,1.9999999999999942,5e-05,10.999999999999996,True,0.0,-1.1092682345463206e-07,0.21299962581316526,1.0649981290658261,False,0.0001,9.900000000000001e-05,0.8899283522650947,0.0,increasing,1023835.3666666667,967817.2,69.52195805024365,51.20009095994486,1e-06,0.0,1.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,False
2024-01-31,HCMC,100.0,exited,False,max_hold_time,,,,,,,1.0,True,1.9999999999999942,True,-1.1092682345463206e-07,True,,10.240018191988973,1.0,parabolic,False,1.0,1.9999999999999942,5e-05,10.999999999999996,True,0.0,-1.1092682345463206e-07,0.21299962581316526,1.0649981290658261,False,0.0001,9.900000000000001e-05,0.8899283522650947,0.0,increasing,1023835.3666666667,967817.2,69.52195805024365,51.20009095994486,1e-06,0.0,1.0,0.0,0.0,0.0,49.0,,,,,,,,,,,,,,0.0,0.0,False
